Mercury#4,,,,23-02-2025 00:00,SETUP,SETUP,,,,,,2025-02-23T00:00:01.000000,DMAN,23-02-2025 00:07,delta-scheduler
Mercury#4,,,,23-02-2025 00:00,PRODUCTION,EXECUTING,,,,,,2025-02-23T00:00:03.000000,DMAN,23-02-2025 00:07,delta-scheduler
Mercury#4,,,,23-02-2025 00:50,IDLE,IDLE,,,,,,2025-02-23T00:50:39.000000,DMAN,23-02-2025 00:52,delta-scheduler
Mercury#4,,,,23-02-2025 00:50,HALTED,BUSY,,,,,,2025-02-23T00:50:40.000000,DMAN,23-02-2025 00:52,delta-scheduler
Mercury#4,,,,23-02-2025 00:50,IDLE,IDLE,,,,,,2025-02-23T00:50:59.000000,DMAN,23-02-2025 00:52,delta-scheduler
Mercury#4,,,,23-02-2025 00:51,HALTED,BUSY,,,,,,2025-02-23T00:51:53.000000,DMAN,23-02-2025 00:52,delta-scheduler
Mercury#4,,,,23-02-2025 00:52,IDLE,IDLE,,,,,,2025-02-23T00:52:17.000000,DMAN,23-02-2025 00:54,delta-scheduler
Mercury#4,,,,23-02-2025 00:55,HALTED,BUSY,,,,,,2025-02-23T00:55:07.000000,DMAN,23-02-2025 00:56,delta-scheduler
Mercury#4,,,,23-02-2025 00:55,IDLE,IDLE,,,,,,2025-02-23T00:55:38.000000,DMAN,23-02-2025 00:56,delta-scheduler
Mercury#4,,,,23-02-2025 00:56,HALTED,BUSY,,,,,,2025-02-23T00:56:00.000000,DMAN,23-02-2025 00:58,delta-scheduler
Mercury#4,,,,23-02-2025 00:56,IDLE,IDLE,,,,,,2025-02-23T00:56:09.000000,DMAN,23-02-2025 00:58,delta-scheduler
Mercury#4,,,,23-02-2025 00:56,SETUP,SETUP,,,,,,2025-02-23T00:56:17.000000,DMAN,23-02-2025 00:58,delta-scheduler
Mercury#4,,,,23-02-2025 00:56,PRODUCTION,EXECUTING,,,,,,2025-02-23T00:56:19.000000,DMAN,23-02-2025 00:58,delta-scheduler
Mercury#4,,,,23-02-2025 01:45,IDLE,IDLE,,,,,,2025-02-23T01:45:39.000000,DMAN,23-02-2025 01:46,delta-scheduler
Mercury#4,,,,23-02-2025 01:45,HALTED,BUSY,,,,,,2025-02-23T01:45:40.000000,DMAN,23-02-2025 01:46,delta-scheduler
Mercury#4,,,,23-02-2025 01:45,IDLE,IDLE,,,,,,2025-02-23T01:45:59.000000,DMAN,23-02-2025 01:48,delta-scheduler
Mercury#4,,,,23-02-2025 01:54,HALTED,BUSY,,,,,,2025-02-23T01:54:50.000000,DMAN,23-02-2025 01:56,delta-scheduler
Mercury#4,,,,23-02-2025 01:55,IDLE,IDLE,,,,,,2025-02-23T01:55:17.000000,DMAN,23-02-2025 01:56,delta-scheduler
Mercury#4,,,,23-02-2025 01:55,HALTED,BUSY,,,,,,2025-02-23T01:55:48.000000,DMAN,23-02-2025 01:56,delta-scheduler
Mercury#4,,,,23-02-2025 01:55,IDLE,IDLE,,,,,,2025-02-23T01:55:57.000000,DMAN,23-02-2025 01:56,delta-scheduler
Mercury#4,,,,23-02-2025 01:56,SETUP,SETUP,,,,,,2025-02-23T01:56:04.000000,DMAN,23-02-2025 01:58,delta-scheduler
Mercury#4,,,,23-02-2025 01:56,PRODUCTION,EXECUTING,,,,,,2025-02-23T01:56:06.000000,DMAN,23-02-2025 01:58,delta-scheduler
Mercury#4,,,,23-02-2025 02:56,IDLE,IDLE,,,,,,2025-02-23T02:56:28.000000,DMAN,23-02-2025 02:58,delta-scheduler
Mercury#4,,,,23-02-2025 02:56,HALTED,BUSY,,,,,,2025-02-23T02:56:29.000000,DMAN,23-02-2025 02:58,delta-scheduler
Mercury#4,,,,23-02-2025 02:56,IDLE,IDLE,,,,,,2025-02-23T02:56:47.000000,DMAN,23-02-2025 02:58,delta-scheduler
Mercury#4,,,,23-02-2025 03:03,HALTED,BUSY,,,,,,2025-02-23T03:03:07.000000,DMAN,23-02-2025 03:04,delta-scheduler
Mercury#4,,,,23-02-2025 03:03,IDLE,IDLE,,,,,,2025-02-23T03:03:32.000000,DMAN,23-02-2025 03:04,delta-scheduler
Mercury#4,,,,23-02-2025 03:10,HALTED,BUSY,,,,,,2025-02-23T03:10:42.000000,DMAN,23-02-2025 03:12,delta-scheduler
Mercury#4,,,,23-02-2025 03:11,IDLE,IDLE,,,,,,2025-02-23T03:11:11.000000,DMAN,23-02-2025 03:12,delta-scheduler
Mercury#4,,,,23-02-2025 03:11,HALTED,BUSY,,,,,,2025-02-23T03:11:35.000000,DMAN,23-02-2025 03:12,delta-scheduler
Mercury#4,,,,23-02-2025 03:11,IDLE,IDLE,,,,,,2025-02-23T03:11:44.000000,DMAN,23-02-2025 03:12,delta-scheduler
Mercury#4,,,,23-02-2025 03:11,SETUP,SETUP,,,,,,2025-02-23T03:11:52.000000,DMAN,23-02-2025 03:12,delta-scheduler
Mercury#4,,,,23-02-2025 03:11,PRODUCTION,EXECUTING,,,,,,2025-02-23T03:11:54.000000,DMAN,23-02-2025 03:12,delta-scheduler
Mercury#4,,,,23-02-2025 04:20,IDLE,IDLE,,,,,,2025-02-23T04:20:26.000000,DMAN,23-02-2025 04:22,delta-scheduler
Mercury#4,,,,23-02-2025 04:20,HALTED,BUSY,,,,,,2025-02-23T04:20:27.000000,DMAN,23-02-2025 04:22,delta-scheduler
Mercury#4,,,,23-02-2025 04:20,IDLE,IDLE,,,,,,2025-02-23T04:20:45.000000,DMAN,23-02-2025 04:22,delta-scheduler
